command,copy_codebook_cosine_s0,copy_codebook_cosine_s1,copy_codebook_cosine_s2,copy_codebook_l2_s0,copy_codebook_l2_s1,copy_codebook_l2_s2,copy_pixel_mae_s0,copy_pixel_mae_s1,copy_pixel_mae_s2,delta_copy_codebook_cosine_s0,delta_copy_codebook_cosine_s1,delta_copy_codebook_cosine_s2,delta_copy_codebook_l2_s0,delta_copy_codebook_l2_s1,delta_copy_codebook_l2_s2,delta_copy_pixel_mae_s0,delta_copy_pixel_mae_s1,delta_copy_pixel_mae_s2,delta_plan_codebook_cosine_s0,delta_plan_codebook_cosine_s1,delta_plan_codebook_cosine_s2,delta_plan_codebook_l2_s0,delta_plan_codebook_l2_s1,delta_plan_codebook_l2_s2,delta_plan_pixel_mae_s0,delta_plan_pixel_mae_s1,delta_plan_pixel_mae_s2,gt_codebook_cosine_s0,gt_codebook_cosine_s1,gt_codebook_cosine_s2,gt_codebook_l2_s0,gt_codebook_l2_s1,gt_codebook_l2_s2,gt_pixel_mae_s0,gt_pixel_mae_s1,gt_pixel_mae_s2,plan_avgL2,plan_codebook_cosine_s0,plan_codebook_cosine_s1,plan_codebook_cosine_s2,plan_codebook_l2_s0,plan_codebook_l2_s1,plan_codebook_l2_s2,plan_ok,plan_pixel_mae_s0,plan_pixel_mae_s1,plan_pixel_mae_s2,plan_seg_err_s0,plan_seg_err_s1,plan_seg_err_s2,sample_token,scene
straight,0.47678,0.58282,0.69735,12.71408,13.88052,15.08222,0.07785,0.09038,0.10136,0.01332,0.0414,0.17352,0.34972,0.90039,2.47796,0.00428,0.01471,0.01984,-0.06651,0.01253,0.12681,-1.14936,0.28775,2.08094,-0.00335,0.00136,0.00869,0.46346,0.54142,0.52383,12.36436,12.98012,12.60426,0.07358,0.07567,0.08152,1.18096,0.39696,0.55396,0.65064,11.215,13.26788,14.6852,True,0.07022,0.07702,0.09021,1.20846,1.98642,0.65592,5fe961cfd2b444b0898c3abb7c969e77,scene-0092
straight,0.58919,0.5813,0.6363,13.86754,13.94545,14.32479,0.08628,0.10076,0.09546,0.1515,-0.09817,-0.08388,2.29829,-1.07075,-0.94068,0.01851,0.01246,0.0035,0.00952,-0.00943,0.07939,0.04195,0.00884,0.92814,-0.0044,-0.00202,0.00204,0.43769,0.67947,0.72017,11.56925,15.01621,15.26547,0.06777,0.08829,0.09196,1.59708,0.44722,0.67004,0.79956,11.6112,15.02505,16.19361,True,0.06337,0.08627,0.094,1.16162,2.31984,1.61786,c3ab884d58ff4822b6debfdbae4ef0a5,scene-0092
straight,0.58282,0.69735,0.64071,13.88052,15.08222,14.33848,0.09038,0.10136,0.10118,0.0414,0.17352,0.1803,0.90039,2.47796,2.54758,0.01471,0.01984,0.03203,-0.00598,0.02914,0.00729,0.15379,0.444,0.38076,0.00181,-0.00204,0.00298,0.54142,0.52383,0.46041,12.98012,12.60426,11.7909,0.07567,0.08152,0.06915,0.42498,0.53545,0.55297,0.4677,13.13391,13.04826,12.17166,True,0.07748,0.07948,0.07213,0.11109,0.56543,0.69899,e568b88df00a4c19960ff2b83ca5630d,scene-0092
straight,0.5813,0.6363,0.66432,13.94545,14.32479,15.07722,0.10076,0.09546,0.09907,-0.09817,-0.08388,0.18707,-1.07075,-0.94068,2.98091,0.01246,0.0035,0.02626,-0.18752,0.1507,0.39949,-3.01581,1.79506,6.0815,-0.01869,0.00789,0.05917,0.67947,0.72017,0.47725,15.01621,15.26547,12.09631,0.08829,0.09196,0.07282,1.15663,0.49195,0.87087,0.87674,12.0004,17.06053,18.1778,True,0.0696,0.09985,0.13199,0.27685,1.05038,2.50398,d617daef46b24ba39fcc80e8f767b082,scene-0092
straight,0.69735,0.64071,0.62201,15.08222,14.33848,14.4972,0.10136,0.10118,0.11306,0.17352,0.1803,0.13428,2.47796,2.54758,2.21153,0.01984,0.03203,0.04539,-0.02701,0.39599,0.19037,-0.34088,5.85346,3.16471,-0.00907,0.02504,0.01341,0.52383,0.46041,0.48773,12.60426,11.7909,12.28567,0.08152,0.06915,0.06767,0.34052,0.49682,0.8564,0.6781,12.26338,17.64436,15.45038,True,0.07245,0.09419,0.08108,0.35048,0.40732,0.07866,5a85db16e41543e5bcfe5341d3c85787,scene-0092
straight,0.6363,0.66432,0.63057,14.32479,15.07722,14.80952,0.09546,0.09907,0.12122,-0.08388,0.18707,0.31984,-0.94068,2.98091,4.81259,0.0035,0.02626,0.06061,-0.00712,0.24642,0.56194,-0.21446,3.85924,8.71879,-0.00255,0.0283,0.08445,0.72017,0.47725,0.31073,15.26547,12.09631,9.99693,0.09196,0.07282,0.06061,2.11189,0.71305,0.72367,0.87266,15.05101,15.95554,18.71572,True,0.08941,0.10112,0.14506,0.4139,6.04791,1.42593,3d4112671b8c4d8393a0b32d6d75287a,scene-0092
straight,0.64071,0.62201,0.55502,14.33848,14.4972,14.33478,0.10118,0.11306,0.15303,0.1803,0.13428,-0.14398,2.54758,2.21153,-1.25066,0.03203,0.04539,0.07206,0.0448,-0.03777,0.0006,0.67264,-1.15465,0.56777,0.0018,-0.00599,0.00818,0.46041,0.48773,0.699,11.7909,12.28567,15.58544,0.06915,0.06767,0.08097,0.41661,0.50521,0.44996,0.6996,12.46354,11.13102,16.15321,True,0.07095,0.06168,0.08914,0.36263,0.11035,0.33671,c10dfcf73ed84179b8915990fa6464a5,scene-0092
straight,0.66432,0.63057,0.48428,15.07722,14.80952,13.34893,0.09907,0.12122,0.14797,0.18707,0.31984,0.00228,2.98091,4.81259,0.4932,0.02626,0.06061,0.06924,0.10386,0.03028,-0.01665,1.16892,0.39359,0.42336,0.01105,0.00606,-0.00199,0.47725,0.31073,0.48199,12.09631,9.99693,12.85573,0.07282,0.06061,0.07873,1.03549,0.58111,0.341,0.46534,13.26523,10.39052,13.27909,True,0.08386,0.06667,0.07674,1.32641,1.55189,0.43433,e6c7e16f831d4807befccae91f7df830,scene-0092
straight,0.62201,0.55502,0.38154,14.4972,14.33478,11.79656,0.11306,0.15303,0.07929,0.13428,-0.14398,-0.24481,2.21153,-1.25066,-3.65526,0.04539,0.07206,-0.00097,0.04528,-0.22099,0.08644,0.45508,-2.36405,1.18761,0.00355,0.01151,0.01303,0.48773,0.699,0.62635,12.28567,15.58544,15.45182,0.06767,0.08097,0.08026,1.93457,0.53301,0.47801,0.71279,12.74076,13.22139,16.63943,True,0.07122,0.09248,0.09329,0.40746,3.05388,4.00891,971fe52375054e499551b963e85e1fcf,scene-0092
straight,0.63057,0.48428,0.37475,14.80952,13.34893,10.79021,0.12122,0.14797,0.06003,0.31984,0.00228,0.03999,4.81259,0.4932,0.85298,0.06061,0.06924,0.00377,0.05877,0.06896,-0.04125,0.67352,1.03331,-0.6138,0.00187,-0.00316,-0.00208,0.31073,0.48199,0.33476,9.99693,12.85573,9.93723,0.06061,0.07873,0.05626,0.92289,0.36949,0.55095,0.29351,10.67045,13.88905,9.32344,True,0.06248,0.07557,0.05418,1.3424,1.35423,0.26538,77dda60825f246ecac50f1411e851fdc,scene-0092
straight,0.55502,0.38154,0.40772,14.33478,11.79656,11.59748,0.15303,0.07929,0.07088,0.08011,-0.24481,0.06573,1.99671,-3.65526,0.95662,0.08195,-0.00097,0.00339,-0.01023,-0.18823,0.08649,0.10105,-2.9452,0.93335,0.00347,-0.00988,-0.00349,0.47491,0.62635,0.34198,12.33807,15.45182,10.64086,0.07108,0.08026,0.0675,1.8162,0.46468,0.43812,0.42848,12.43912,12.50662,11.57422,True,0.07456,0.07038,0.06401,1.76905,2.13346,1.76681,a9e6b3566fcd4effb8847e22a2a4577e,scene-0092
right,0.57816,0.78461,0.78979,14.61426,16.96778,17.48589,0.06644,0.09654,0.12375,0.07979,0.07684,0.10123,1.79015,0.5829,1.26798,0.00727,0.01591,0.03425,0.05936,0.02144,0.08591,1.62658,0.1257,1.18509,0.00438,0.00571,0.02058,0.49837,0.70777,0.68855,12.82411,16.38488,16.21791,0.05918,0.08063,0.0895,3.66374,0.55773,0.72921,0.77446,14.45069,16.51058,17.40301,True,0.06356,0.08634,0.11007,2.17463,3.62934,6.69656,6e0955c28ecb405b98d91b089761dbbb,scene-0093
right,0.78725,0.74169,0.73014,17.37152,17.04779,17.34541,0.0804,0.10906,0.13148,0.21563,0.08898,0.04755,3.40349,1.4508,1.19518,0.01505,0.02535,0.04711,0.08719,0.11545,0.0571,1.23456,2.06218,1.09396,0.00242,0.04365,0.02554,0.57163,0.65271,0.68259,13.96802,15.59698,16.15023,0.06534,0.08371,0.08437,6.6146,0.65881,0.76817,0.73969,15.20258,17.65916,17.24419,True,0.06777,0.12736,0.10992,2.97654,7.24948,11.86558,59e6f43c31be472393ee5c8dcc45f9cf,scene-0093
right,0.78461,0.78979,0.79574,16.96778,17.48589,17.69189,0.09654,0.12375,0.1262,0.05115,0.10123,0.04523,0.39517,1.26798,0.60661,-1e-05,0.03425,0.0235,0.01381,0.12103,-0.11449,0.08739,1.79417,-1.78893,-0.00571,0.01892,-0.02851,0.73346,0.68855,0.75051,16.57261,16.21791,17.08527,0.09655,0.0895,0.10269,3.43605,0.74728,0.80958,0.63602,16.66,18.01208,15.29634,True,0.09084,0.10842,0.07418,1.19145,3.95779,7.2464,b5fd72c8c35c4b7bb656f4e9d5b8fe52,scene-0093
right,0.74169,0.73014,0.78141,17.04779,17.34541,17.43016,0.10906,0.13148,0.12503,0.12837,0.04755,0.09196,1.67355,1.19518,1.7076,0.03081,0.04711,0.05962,-0.00501,0.1356,0.0777,-0.19328,2.03607,2.03185,0.00089,0.03935,0.08992,0.61332,0.68259,0.68945,15.37424,16.15023,15.72255,0.07825,0.08437,0.06541,3.63718,0.60832,0.81818,0.76715,15.18096,18.1863,17.7544,True,0.07915,0.12372,0.15533,0.83745,3.59904,8.54286,e19007f8d28a4590b249b6025bd8f4d1,scene-0093
right,0.78979,0.79574,0.80137,17.48589,17.69189,17.57803,0.12375,0.1262,0.10736,0.10334,0.04523,0.12025,1.05984,0.60661,1.46062,0.03385,0.0235,0.02671,0.04527,-0.03241,0.13914,0.25074,0.34831,1.54076,0.00521,0.04246,0.05465,0.68645,0.75051,0.68112,16.42604,17.08527,16.11741,0.0899,0.10269,0.08066,1.84186,0.73172,0.71809,0.82026,16.67678,17.43359,17.65817,True,0.09511,0.14515,0.13531,0.95303,1.33279,4.01364,88c4bf6c96624c9baf7ca0f98c790034,scene-0093
right,0.73014,0.78141,0.78461,17.34541,17.43016,17.11652,0.13148,0.12503,0.09679,0.08532,0.09196,0.04729,1.25636,1.7076,0.56403,0.04525,0.05962,0.02376,0.02278,0.00525,-0.00433,0.03739,0.49898,-0.33164,-0.00274,0.00745,0.01581,0.64481,0.68945,0.73732,16.08904,15.72255,16.55249,0.08624,0.06541,0.07303,1.50676,0.66759,0.69469,0.73298,16.12643,16.22154,16.22085,True,0.0835,0.07286,0.08884,0.48234,1.78138,3.65417,6dab8a84451a4f01aca9352708196964,scene-0093
right,0.79574,0.80137,0.78216,17.69189,17.57803,17.1221,0.1262,0.10736,0.07918,0.08591,0.12025,0.23333,1.63648,1.46062,3.60978,0.03915,0.02671,0.02182,0.0013,0.00199,0.02128,0.73428,-0.07327,-0.19879,0.01103,0.00307,-0.00761,0.70982,0.68112,0.54883,16.05541,16.11741,13.51233,0.08704,0.08066,0.05736,3.86131,0.71112,0.68311,0.57011,16.78968,16.04414,13.31354,True,0.09807,0.08373,0.04975,2.62729,3.83497,6.39515,4d1040b4e7804bc395186572f5ee281c,scene-0093
right,0.78141,0.78461,0.74024,17.43016,17.11652,16.53831,0.12503,0.09679,0.06664,0.11319,0.04729,0.01836,2.06027,0.56403,0.53809,0.06108,0.02376,0.00438,0.14606,0.08574,-0.30088,2.31951,1.20832,-4.45354,0.06205,0.04488,-0.00722,0.66822,0.73732,0.72188,15.36989,16.55249,16.00022,0.06395,0.07303,0.06226,5.144,0.81428,0.82306,0.421,17.6894,17.76081,11.54668,True,0.126,0.11791,0.05504,5.18845,6.22839,4.26219,8ffab42b57d14c6cb0486620d8675a74,scene-0093
